0.0,0,1,1690.00,0.0,6.11,,,
0.0,0,2,1640.00,0.0,8.89,,,
0.0,0,2,1640.00,0.0,8.89,,,
0.0,0,4,1390.00,0.0,22.78,,,
0.0,0,4,1390.00,0.0,22.78,,,
1.0,0,4,635.00,0.0,30.00,,,
1.0,0,4,635.00,0.0,30.00,,,
1.0,0,5,500.00,0.0,45.00,,,
1.0,0,5,500.00,0.0,45.00,,,
1.0,0,6,360.00,0.0,60.56,,,
2.0,0,5,410.00,0.0,55.00,,,
2.0,0,6,365.00,0.0,60.00,,,
2.0,0,6,365.00,0.0,60.00,,,
2.0,0,7,265.00,0.0,71.11,,,
2.0,0,8,200.00,0.0,78.33,,,
3.0,0,7,340.00,0.0,62.78,,,
3.0,0,8,280.00,0.0,69.44,,,
3.0,0,9,130.00,0.0,86.11,,,
3.0,0,9,130.00,0.0,86.11,,,
3.0,0,10,75.00,30.0,92.22,,,
3.0,0,10,75.00,30.0,92.22,,,
3.0,1,10,140.00,0.0,92.22,,,
3.0,2,10,140.00,0.0,92.22,,,
3.0,2,11,30.00,30.0,98.33,,,
3.0,3,11,30.00,30.0,98.33,,,
3.0,4,11,30.00,30.0,98.33,,,
3.0,5,11,30.00,30.0,98.33,,,
4.0,7,10,75.00,30.0,92.22,,,
4.0,7,11,60.00,0.0,96.67,,,
5.0,7,10,135.00,0.0,85.56,,,
5.0,6,12, NaN,0.0,100.00,,,
5.0,7,12, NaN,0.0,100.00,,,
5.0,10,12, NaN,0.0,100.00,,,
5.0,10,12, NaN,0.0,100.00,,,
5.0,11,12, NaN,0.0,100.00,,,
5.0,11,12, NaN,0.0,100.00,,,
5.0,12,12, NaN,0.0,100.00,,,
5.0,12,12, NaN,0.0,100.00,,,
5.0,14,12, NaN,0.0,100.00,,,
5.0,15,12, NaN,0.0,100.00,,,
5.0,15,12, NaN,0.0,100.00,,,
5.0,16,12, NaN,0.0,100.00,,,
5.0,17,12, NaN,0.0,100.00,,,
5.0,17,12, NaN,0.0,100.00,,,
6.0,19,11,290.00,0.0,84.44,,,
6.0,18,12, NaN,0.0,100.00,,,
6.0,19,12, NaN,0.0,100.00,,,
6.0,19,12, NaN,0.0,100.00,,,
6.0,20,12, NaN,0.0,100.00,,,
6.0,21,12, NaN,0.0,100.00,,,
6.0,21,12, NaN,0.0,100.00,,,
6.0,22,12, NaN,0.0,100.00,,,
6.0,24,12, NaN,0.0,100.00,,,
6.0,25,12, NaN,0.0,100.00,,,
6.0,26,12, NaN,0.0,100.00,,,
6.0,26,12, NaN,0.0,100.00,,,
6.0,28,12, NaN,0.0,100.00,,,
6.0,28,12, NaN,0.0,100.00,,,
6.0,29,12, NaN,0.0,100.00,,,
6.0,30,12, NaN,0.0,100.00,,,
6.0,30,12, NaN,0.0,100.00,,,
6.0,32,12, NaN,0.0,100.00,,,
7.0,32,11,90.00,0.0,95.56,,,
7.0,32,12, NaN,0.0,100.00,,,
7.0,33,12, NaN,0.0,100.00,,,
7.0,34,12, NaN,0.0,100.00,,,
7.0,35,12, NaN,0.0,100.00,,,
7.0,36,12, NaN,0.0,100.00,,,
7.0,36,12, NaN,0.0,100.00,,,
7.0,37,12, NaN,0.0,100.00,,,
7.0,38,12, NaN,0.0,100.00,,,
8.0,38,11,100.00,0.0,95.00,,,
8.0,39,12, NaN,0.0,100.00,,,
8.0,39,12, NaN,0.0,100.00,,,
8.0,40,12, NaN,0.0,100.00,,,
8.0,41,12, NaN,0.0,100.00,,,
8.0,41,12, NaN,0.0,100.00,,,
8.0,42,12, NaN,0.0,100.00,,,
8.0,43,12, NaN,0.0,100.00,,,
8.0,44,12, NaN,0.0,100.00,,,
8.0,45,12, NaN,0.0,100.00,,,
8.0,45,12, NaN,0.0,100.00,,,
8.0,46,12, NaN,0.0,100.00,,,
8.0,46,12, NaN,0.0,100.00,,,
8.0,47,12, NaN,0.0,100.00,,,
8.0,48,12, NaN,0.0,100.00,,,
8.0,48,12, NaN,0.0,100.00,,,
8.0,49,12, NaN,0.0,100.00,,,
8.0,50,12, NaN,0.0,100.00,,,
8.0,50,12, NaN,0.0,100.00,,,
9.0,51,11,60.00,0.0,97.22,,,
9.0,51,12, NaN,0.0,100.00,,,
9.0,53,12, NaN,0.0,100.00,,,
10.0,53,11,120.00,0.0,93.89,,,
10.0,53,12, NaN,0.0,100.00,,,
10.0,54,12, NaN,0.0,100.00,,,
10.0,54,12, NaN,0.0,100.00,,,
10.0,55,12, NaN,0.0,100.00,,,
10.0,55,12, NaN,0.0,100.00,,,
10.0,56,12, NaN,0.0,100.00,,,
10.0,56,12, NaN,0.0,100.00,,,
10.0,57,12, NaN,0.0,100.00,,,
10.0,58,12, NaN,0.0,100.00,,,
10.0,59,12, NaN,0.0,100.00,,,
10.0,61,12, NaN,0.0,100.00,,,
11.0,61,11,110.00,0.0,93.89,,,
11.0,61,12, NaN,0.0,100.00,,,
11.0,62,12, NaN,0.0,100.00,,,
12.0,63,11,310.00,0.0,83.33,,,
12.0,62,12,40.00,40.0,97.78,,,
12.0,63,12,40.00,40.0,97.78,,,
13.0,64,11,80.00,40.0,91.67,,,
13.0,64,12, NaN,0.0,100.00,,,
13.0,67,12, NaN,0.0,100.00,,,
14.0,68,11,60.00,0.0,97.22,,,
14.0,68,12, NaN,0.0,100.00,,,
15.0,68,11,290.00,0.0,84.44,,,
16.0,69,11,85.00,0.0,91.11,,,
16.0,68,12,20.00,20.0,98.89,,,
16.0,69,12,20.00,20.0,98.89,,,
16.0,70,12,20.00,20.0,98.89,,,
